;År;Kommunenr;Kommunenavn;Boligbebyggelse;Fritidsbebyggelse;Bebygd område for landbruk og fiske;Næring. offentlig og privat tjenesteyting;Undervisning og barnehage;Helse- og sosialinstitusjoner;Kultur og religiøse aktiviteter;Transport. telekommunikasjon og teknisk infrastruktur;Beredskapstjenester og Forsvaret;Grønne områder. idretts- og sportsområder;Uklassifisert bebyggelse og anlegg;Jordbruksareal;Skog;Åpen fastmark;Våtmark;Bart fjell. grus- og blokkmark;Varig snø. is og bre;Ferskvann;Uklassifisert ubebygd område
6477;2018;5402;Harstad;;;;;;;;;;;;;;;;;;;
6478;2019;5402;Harstad;;;;;;;;;;;;;;;;;;;
6479;2020;5402;Harstad;0.0139;0.0024;0.0029;0.0039;0.0007;0.0002;0.0002;0.0139;0.0007;0.0026;0.0017;0.0628;0.4638;0.2559;0.0518;0.0835;0.0;0.039;0.0
6480;2011;5403;Alta;;;;;;;;;;;;;;;;;;;
6481;2013;5403;Alta;;;;;;;;;;;;;;;;;;;
6482;2014;5403;Alta;;;;;;;;;;;;;;;;;;;
6483;2015;5403;Alta;;;;;;;;;;;;;;;;;;;
6484;2016;5403;Alta;;;;;;;;;;;;;;;;;;;
6485;2017;5403;Alta;;;;;;;;;;;;;;;;;;;
6486;2018;5403;Alta;;;;;;;;;;;;;;;;;;;
6487;2019;5403;Alta;;;;;;;;;;;;;;;;;;;
6488;2020;5403;Alta;0.0016;0.0004;0.0004;0.0008;1e-04;0.0;0.0;0.0027;1e-04;0.0002;0.0005;0.0077;0.2079;0.5865;0.0217;0.1144;0.0029;0.052;0.0
6489;2011;5404;Vardø;;;;;;;;;;;;;;;;;;;
6490;2013;5404;Vardø;;;;;;;;;;;;;;;;;;;
6491;2014;5404;Vardø;;;;;;;;;;;;;;;;;;;
6492;2015;5404;Vardø;;;;;;;;;;;;;;;;;;;
6493;2016;5404;Vardø;;;;;;;;;;;;;;;;;;;
6494;2017;5404;Vardø;;;;;;;;;;;;;;;;;;;
6495;2018;5404;Vardø;;;;;;;;;;;;;;;;;;;
6496;2019;5404;Vardø;;;;;;;;;;;;;;;;;;;
6497;2020;5404;Vardø;0.001;0.0005;1e-04;0.001;0.0;0.0;0.0;0.0037;1e-04;0.0003;0.0002;0.0035;0.0029;0.8574;0.0739;0.0295;0.0;0.0257;0.0
6498;2011;5405;Vadsø;;;;;;;;;;;;;;;;;;;
6499;2013;5405;Vadsø;;;;;;;;;;;;;;;;;;;
6500;2014;5405;Vadsø;;;;;;;;;;;;;;;;;;;
6501;2015;5405;Vadsø;;;;;;;;;;;;;;;;;;;
6502;2016;5405;Vadsø;;;;;;;;;;;;;;;;;;;
6503;2017;5405;Vadsø;;;;;;;;;;;;;;;;;;;
6504;2018;5405;Vadsø;;;;;;;;;;;;;;;;;;;
6505;2019;5405;Vadsø;;;;;;;;;;;;;;;;;;;
6506;2020;5405;Vadsø;0.0016;0.0005;1e-04;0.0009;1e-04;0.0;0.0;0.0028;0.0;0.0003;0.0003;0.0086;0.0714;0.7519;0.0704;0.0708;0.0;0.0203;0.0
6507;2011;5406;Hammerfest;;;;;;;;;;;;;;;;;;;
6508;2013;5406;Hammerfest;;;;;;;;;;;;;;;;;;;
6509;2014;5406;Hammerfest;;;;;;;;;;;;;;;;;;;
6510;2015;5406;Hammerfest;;;;;;;;;;;;;;;;;;;
6511;2016;5406;Hammerfest;;;;;;;;;;;;;;;;;;;
6512;2017;5406;Hammerfest;;;;;;;;;;;;;;;;;;;
6513;2018;5406;Hammerfest;;;;;;;;;;;;;;;;;;;
6514;2019;5406;Hammerfest;;;;;;;;;;;;;;;;;;;
6515;2020;5406;Hammerfest;0.0008;0.0005;1e-04;0.0004;1e-04;0.0;0.0;0.0022;0.0;0.0003;0.0003;0.0018;0.0722;0.7069;0.036;0.1271;0.001;0.0503;0.0
6516;2011;5411;Kvæfjord;;;;;;;;;;;;;;;;;;;
6517;2013;5411;Kvæfjord;;;;;;;;;;;;;;;;;;;
6518;2014;5411;Kvæfjord;;;;;;;;;;;;;;;;;;;
6519;2015;5411;Kvæfjord;;;;;;;;;;;;;;;;;;;
6520;2016;5411;Kvæfjord;;;;;;;;;;;;;;;;;;;
6521;2017;5411;Kvæfjord;;;;;;;;;;;;;;;;;;;
6522;2018;5411;Kvæfjord;;;;;;;;;;;;;;;;;;;
6523;2019;5411;Kvæfjord;;;;;;;;;;;;;;;;;;;
6524;2020;5411;Kvæfjord;0.0018;0.0008;0.0013;0.0003;1e-04;1e-04;1e-04;0.0056;0.0;1e-04;0.0002;0.0275;0.3966;0.3592;0.049;0.125;0.0013;0.0311;0.0
6525;2011;5412;Tjeldsund;;;;;;;;;;;;;;;;;;;
6526;2013;5412;Tjeldsund;;;;;;;;;;;;;;;;;;;
6527;2014;5412;Tjeldsund;;;;;;;;;;;;;;;;;;;
6528;2015;5412;Tjeldsund;;;;;;;;;;;;;;;;;;;
6529;2016;5412;Tjeldsund;;;;;;;;;;;;;;;;;;;
6530;2017;5412;Tjeldsund;;;;;;;;;;;;;;;;;;;
6531;2018;5412;Tjeldsund;;;;;;;;;;;;;;;;;;;
6532;2019;5412;Tjeldsund;;;;;;;;;;;;;;;;;;;
6533;2020;5412;Tjeldsund;0.0028;0.0014;0.0012;0.0006;1e-04;0.0;1e-04;0.0066;0.0002;0.0003;0.0003;0.024;0.4216;0.3174;0.0438;0.1245;0.0054;0.0496;0.0
6534;2011;5413;Ibestad;;;;;;;;;;;;;;;;;;;
6535;2013;5413;Ibestad;;;;;;;;;;;;;;;;;;;
6536;2014;5413;Ibestad;;;;;;;;;;;;;;;;;;;
6537;2015;5413;Ibestad;;;;;;;;;;;;;;;;;;;
6538;2016;5413;Ibestad;;;;;;;;;;;;;;;;;;;
6539;2017;5413;Ibestad;;;;;;;;;;;;;;;;;;;
6540;2018;5413;Ibestad;;;;;;;;;;;;;;;;;;;
6541;2019;5413;Ibestad;;;;;;;;;;;;;;;;;;;
6542;2020;5413;Ibestad;0.0025;0.002;0.0019;0.0005;0.0004;0.0;0.0002;0.0074;0.0;0.0006;0.0004;0.042;0.4858;0.2677;0.0423;0.1128;0.003;0.0305;0.0
6543;2011;5414;Gratangen;;;;;;;;;;;;;;;;;;;
6544;2013;5414;Gratangen;;;;;;;;;;;;;;;;;;;
6545;2014;5414;Gratangen;;;;;;;;;;;;;;;;;;;
6546;2015;5414;Gratangen;;;;;;;;;;;;;;;;;;;
6547;2016;5414;Gratangen;;;;;;;;;;;;;;;;;;;
6548;2017;5414;Gratangen;;;;;;;;;;;;;;;;;;;
6549;2018;5414;Gratangen;;;;;;;;;;;;;;;;;;;
6550;2019;5414;Gratangen;;;;;;;;;;;;;;;;;;;
6551;2020;5414;Gratangen;0.0012;0.0011;0.0024;0.0004;0.0;0.0;1e-04;0.0057;0.0;0.0007;1e-04;0.0181;0.3902;0.4119;0.0439;0.0951;0.004;0.0252;0.0
6552;2011;5415;Loabák;;;;;;;;;;;;;;;;;;;
6553;2013;5415;Loabák;;;;;;;;;;;;;;;;;;;
6554;2014;5415;Loabák;;;;;;;;;;;;;;;;;;;
6555;2015;5415;Loabák;;;;;;;;;;;;;;;;;;;
6556;2016;5415;Loabák;;;;;;;;;;;;;;;;;;;
6557;2017;5415;Loabák;;;;;;;;;;;;;;;;;;;
6558;2018;5415;Loabák;;;;;;;;;;;;;;;;;;;
6559;2019;5415;Loabák;;;;;;;;;;;;;;;;;;;
6560;2020;5415;Loabák;0.0015;0.0007;0.0008;0.0004;0.0;0.0;0.0;0.0039;0.0;0.0002;1e-04;0.0151;0.3439;0.4512;0.0532;0.1081;0.0017;0.0192;0.0
6561;2011;5416;Bardu;;;;;;;;;;;;;;;;;;;
6562;2013;5416;Bardu;;;;;;;;;;;;;;;;;;;
6563;2014;5416;Bardu;;;;;;;;;;;;;;;;;;;
6564;2015;5416;Bardu;;;;;;;;;;;;;;;;;;;
6565;2016;5416;Bardu;;;;;;;;;;;;;;;;;;;
6566;2017;5416;Bardu;;;;;;;;;;;;;;;;;;;
6567;2018;5416;Bardu;;;;;;;;;;;;;;;;;;;
6568;2019;5416;Bardu;;;;;;;;;;;;;;;;;;;
6569;2020;5416;Bardu;0.0006;0.0002;0.0002;0.0002;0.0;0.0;0.0;0.0019;0.0003;1e-04;1e-04;0.0066;0.2345;0.5509;0.0309;0.0976;0.006;0.0697;0.0
6570;2011;5417;Salangen;;;;;;;;;;;;;;;;;;;
6571;2013;5417;Salangen;;;;;;;;;;;;;;;;;;;
6572;2014;5417;Salangen;;;;;;;;;;;;;;;;;;;
6573;2015;5417;Salangen;;;;;;;;;;;;;;;;;;;
6574;2016;5417;Salangen;;;;;;;;;;;;;;;;;;;
6575;2017;5417;Salangen;;;;;;;;;;;;;;;;;;;
6576;2018;5417;Salangen;;;;;;;;;;;;;;;;;;;
6577;2019;5417;Salangen;;;;;;;;;;;;;;;;;;;
6578;2020;5417;Salangen;0.002;0.0009;0.0015;0.0007;0.0;0.0;1e-04;0.006;1e-04;0.0003;0.0002;0.0279;0.4756;0.3541;0.0474;0.0378;0.0006;0.0448;0.0
6579;2011;5418;Målselv;;;;;;;;;;;;;;;;;;;
6580;2013;5418;Målselv;;;;;;;;;;;;;;;;;;;
6581;2014;5418;Målselv;;;;;;;;;;;;;;;;;;;
6582;2015;5418;Målselv;;;;;;;;;;;;;;;;;;;
6583;2016;5418;Målselv;;;;;;;;;;;;;;;;;;;
6584;2017;5418;Målselv;;;;;;;;;;;;;;;;;;;
6585;2018;5418;Målselv;;;;;;;;;;;;;;;;;;;
6586;2019;5418;Målselv;;;;;;;;;;;;;;;;;;;
6587;2020;5418;Målselv;0.0009;0.0003;0.0007;0.0003;1e-04;0.0;0.0;0.0038;0.0004;1e-04;1e-04;0.0108;0.3003;0.5133;0.0286;0.0993;0.0052;0.0358;0.0
6588;2011;5419;Sørreisa;;;;;;;;;;;;;;;;;;;
6589;2013;5419;Sørreisa;;;;;;;;;;;;;;;;;;;
6590;2014;5419;Sørreisa;;;;;;;;;;;;;;;;;;;
6591;2015;5419;Sørreisa;;;;;;;;;;;;;;;;;;;
6592;2016;5419;Sørreisa;;;;;;;;;;;;;;;;;;;
6593;2017;5419;Sørreisa;;;;;;;;;;;;;;;;;;;
6594;2018;5419;Sørreisa;;;;;;;;;;;;;;;;;;;
6595;2019;5419;Sørreisa;;;;;;;;;;;;;;;;;;;
6596;2020;5419;Sørreisa;0.0037;0.0007;0.0016;0.0008;1e-04;1e-04;1e-04;0.0074;1e-04;0.0003;0.0009;0.0257;0.5347;0.292;0.0645;0.0244;0.0013;0.0415;0.0
6597;2011;5420;Dyrøy;;;;;;;;;;;;;;;;;;;
6598;2013;5420;Dyrøy;;;;;;;;;;;;;;;;;;;
6599;2014;5420;Dyrøy;;;;;;;;;;;;;;;;;;;
6600;2015;5420;Dyrøy;;;;;;;;;;;;;;;;;;;
6601;2016;5420;Dyrøy;;;;;;;;;;;;;;;;;;;
6602;2017;5420;Dyrøy;;;;;;;;;;;;;;;;;;;
6603;2018;5420;Dyrøy;;;;;;;;;;;;;;;;;;;
6604;2019;5420;Dyrøy;;;;;;;;;;;;;;;;;;;
6605;2020;5420;Dyrøy;0.0018;0.0015;0.0023;0.0009;1e-04;0.0;1e-04;0.0057;0.0;0.0006;1e-04;0.0308;0.5438;0.2751;0.0603;0.0354;0.0007;0.0409;0.0
6606;2011;5421;Senja;;;;;;;;;;;;;;;;;;;
6607;2013;5421;Senja;;;;;;;;;;;;;;;;;;;
6608;2014;5421;Senja;;;;;;;;;;;;;;;;;;;
6609;2015;5421;Senja;;;;;;;;;;;;;;;;;;;
6610;2016;5421;Senja;;;;;;;;;;;;;;;;;;;
6611;2017;5421;Senja;;;;;;;;;;;;;;;;;;;
6612;2018;5421;Senja;;;;;;;;;;;;;;;;;;;
6613;2019;5421;Senja;;;;;;;;;;;;;;;;;;;
6614;2020;5421;Senja;0.0029;0.0012;0.0011;0.0009;1e-04;1e-04;1e-04;0.0058;0.0;0.0005;0.0003;0.0217;0.4264;0.3554;0.0745;0.0639;0.0002;0.0451;0.0
6615;2011;5422;Balsfjord;;;;;;;;;;;;;;;;;;;
6616;2013;5422;Balsfjord;;;;;;;;;;;;;;;;;;;
6617;2014;5422;Balsfjord;;;;;;;;;;;;;;;;;;;
6618;2015;5422;Balsfjord;;;;;;;;;;;;;;;;;;;
6619;2016;5422;Balsfjord;;;;;;;;;;;;;;;;;;;
6620;2017;5422;Balsfjord;;;;;;;;;;;;;;;;;;;
6621;2018;5422;Balsfjord;;;;;;;;;;;;;;;;;;;
6622;2019;5422;Balsfjord;;;;;;;;;;;;;;;;;;;
6623;2020;5422;Balsfjord;0.0016;0.001;0.0017;0.0007;0.0;0.0;1e-04;0.0062;0.0;0.0002;0.0004;0.0362;0.4076;0.3554;0.0416;0.1049;0.0032;0.0391;0.0
6624;2011;5423;Karlsøy;;;;;;;;;;;;;;;;;;;
6625;2013;5423;Karlsøy;;;;;;;;;;;;;;;;;;;
6626;2014;5423;Karlsøy;;;;;;;;;;;;;;;;;;;
6627;2015;5423;Karlsøy;;;;;;;;;;;;;;;;;;;
6628;2016;5423;Karlsøy;;;;;;;;;;;;;;;;;;;
6629;2017;5423;Karlsøy;;;;;;;;;;;;;;;;;;;
6630;2018;5423;Karlsøy;;;;;;;;;;;;;;;;;;;
6631;2019;5423;Karlsøy;;;;;;;;;;;;;;;;;;;
6632;2020;5423;Karlsøy;0.0012;0.0009;0.0005;0.0003;0.0;0.0;0.0;0.0031;0.0;1e-04;1e-04;0.0093;0.2188;0.6069;0.0306;0.0892;0.0002;0.0389;0.0
6633;2011;5424;Lyngen;;;;;;;;;;;;;;;;;;;
6634;2013;5424;Lyngen;;;;;;;;;;;;;;;;;;;
6635;2014;5424;Lyngen;;;;;;;;;;;;;;;;;;;
6636;2015;5424;Lyngen;;;;;;;;;;;;;;;;;;;
6637;2016;5424;Lyngen;;;;;;;;;;;;;;;;;;;
6638;2017;5424;Lyngen;;;;;;;;;;;;;;;;;;;
6639;2018;5424;Lyngen;;;;;;;;;;;;;;;;;;;
6640;2019;5424;Lyngen;;;;;;;;;;;;;;;;;;;
6641;2020;5424;Lyngen;0.0017;0.0004;0.0009;0.0006;0.0;0.0;0.0;0.0032;0.0;0.0002;0.0004;0.0227;0.2118;0.2538;0.0282;0.3795;0.0731;0.0232;0.0
6642;2011;5425;Storfjord;;;;;;;;;;;;;;;;;;;
6643;2013;5425;Storfjord;;;;;;;;;;;;;;;;;;;
6644;2014;5425;Storfjord;;;;;;;;;;;;;;;;;;;
6645;2015;5425;Storfjord;;;;;;;;;;;;;;;;;;;
6646;2016;5425;Storfjord;;;;;;;;;;;;;;;;;;;
6647;2017;5425;Storfjord;;;;;;;;;;;;;;;;;;;
6648;2018;5425;Storfjord;;;;;;;;;;;;;;;;;;;
6649;2019;5425;Storfjord;;;;;;;;;;;;;;;;;;;
6650;2020;5425;Storfjord;0.0007;0.0002;0.0003;0.0004;0.0;0.0;0.0;0.0023;0.0;1e-04;0.0002;0.0062;0.1746;0.4781;0.0056;0.2813;0.0071;0.0429;0.0
6651;2011;5426;Gáivuotna;;;;;;;;;;;;;;;;;;;
6652;2013;5426;Gáivuotna;;;;;;;;;;;;;;;;;;;
6653;2014;5426;Gáivuotna;;;;;;;;;;;;;;;;;;;
6654;2015;5426;Gáivuotna;;;;;;;;;;;;;;;;;;;
6655;2016;5426;Gáivuotna;;;;;;;;;;;;;;;;;;;
6656;2017;5426;Gáivuotna;;;;;;;;;;;;;;;;;;;
6657;2018;5426;Gáivuotna;;;;;;;;;;;;;;;;;;;
6658;2019;5426;Gáivuotna;;;;;;;;;;;;;;;;;;;
6659;2020;5426;Gáivuotna;0.001;1e-04;0.0006;0.0002;0.0;0.0;0.0;0.0025;0.0;1e-04;0.0;0.0132;0.1267;0.4029;0.0036;0.403;0.0039;0.0421;0.0
6660;2011;5427;Skjervøy;;;;;;;;;;;;;;;;;;;
6661;2013;5427;Skjervøy;;;;;;;;;;;;;;;;;;;
6662;2014;5427;Skjervøy;;;;;;;;;;;;;;;;;;;
6663;2015;5427;Skjervøy;;;;;;;;;;;;;;;;;;;
6664;2016;5427;Skjervøy;;;;;;;;;;;;;;;;;;;
6665;2017;5427;Skjervøy;;;;;;;;;;;;;;;;;;;
6666;2018;5427;Skjervøy;;;;;;;;;;;;;;;;;;;
6667;2019;5427;Skjervøy;;;;;;;;;;;;;;;;;;;
6668;2020;5427;Skjervøy;0.0017;0.0007;0.0004;0.0005;1e-04;0.0;0.0;0.0033;0.0;1e-04;0.0004;0.0083;0.1407;0.6327;0.0268;0.1582;0.0059;0.02;0.0
6669;2011;5428;Nordreisa;;;;;;;;;;;;;;;;;;;
6670;2013;5428;Nordreisa;;;;;;;;;;;;;;;;;;;
6671;2014;5428;Nordreisa;;;;;;;;;;;;;;;;;;;
6672;2015;5428;Nordreisa;;;;;;;;;;;;;;;;;;;
6673;2016;5428;Nordreisa;;;;;;;;;;;;;;;;;;;
6674;2017;5428;Nordreisa;;;;;;;;;;;;;;;;;;;
6675;2018;5428;Nordreisa;;;;;;;;;;;;;;;;;;;
6676;2019;5428;Nordreisa;;;;;;;;;;;;;;;;;;;
6677;2020;5428;Nordreisa;0.0007;0.0002;0.0002;0.0002;0.0;0.0;0.0;0.0016;0.0;1e-04;0.0;0.0066;0.1894;0.574;0.0279;0.1673;0.0024;0.0295;0.0
6678;2011;5429;Kvænangen;;;;;;;;;;;;;;;;;;;
6679;2013;5429;Kvænangen;;;;;;;;;;;;;;;;;;;
6680;2014;5429;Kvænangen;;;;;;;;;;;;;;;;;;;
6681;2015;5429;Kvænangen;;;;;;;;;;;;;;;;;;;
6682;2016;5429;Kvænangen;;;;;;;;;;;;;;;;;;;
6683;2017;5429;Kvænangen;;;;;;;;;;;;;;;;;;;
6684;2018;5429;Kvænangen;;;;;;;;;;;;;;;;;;;
6685;2019;5429;Kvænangen;;;;;;;;;;;;;;;;;;;
6686;2020;5429;Kvænangen;0.0003;0.0002;0.0003;0.0002;0.0;0.0;0.0;0.0015;0.0;0.0;0.0;0.0041;0.1535;0.5892;0.0177;0.1742;0.0097;0.0491;0.0
6687;2011;5430;Guovdageaidnu;;;;;;;;;;;;;;;;;;;
6688;2013;5430;Guovdageaidnu;;;;;;;;;;;;;;;;;;;
6689;2014;5430;Guovdageaidnu;;;;;;;;;;;;;;;;;;;
6690;2015;5430;Guovdageaidnu;;;;;;;;;;;;;;;;;;;
6691;2016;5430;Guovdageaidnu;;;;;;;;;;;;;;;;;;;
6692;2017;5430;Guovdageaidnu;;;;;;;;;;;;;;;;;;;
6693;2018;5430;Guovdageaidnu;;;;;;;;;;;;;;;;;;;
6694;2019;5430;Guovdageaidnu;;;;;;;;;;;;;;;;;;;
6695;2020;5430;Guovdageaidnu;0.0002;0.0;0.0;1e-04;0.0;0.0;0.0;0.0005;0.0;0.0;0.0;0.0005;0.364;0.3975;0.1601;0.0007;0.0;0.0763;0.0
6696;2011;5432;Loppa;;;;;;;;;;;;;;;;;;;
6697;2013;5432;Loppa;;;;;;;;;;;;;;;;;;;
6698;2014;5432;Loppa;;;;;;;;;;;;;;;;;;;
6699;2015;5432;Loppa;;;;;;;;;;;;;;;;;;;
6700;2016;5432;Loppa;;;;;;;;;;;;;;;;;;;
6701;2017;5432;Loppa;;;;;;;;;;;;;;;;;;;
6702;2018;5432;Loppa;;;;;;;;;;;;;;;;;;;
6703;2019;5432;Loppa;;;;;;;;;;;;;;;;;;;
6704;2020;5432;Loppa;0.0007;0.0003;1e-04;1e-04;0.0;0.0;0.0;0.0016;0.0;1e-04;0.0002;0.003;0.0966;0.5054;0.0104;0.2989;0.0562;0.0263;0.0
6705;2011;5433;Hasvik;;;;;;;;;;;;;;;;;;;
6706;2013;5433;Hasvik;;;;;;;;;;;;;;;;;;;
6707;2014;5433;Hasvik;;;;;;;;;;;;;;;;;;;
6708;2015;5433;Hasvik;;;;;;;;;;;;;;;;;;;
6709;2016;5433;Hasvik;;;;;;;;;;;;;;;;;;;
6710;2017;5433;Hasvik;;;;;;;;;;;;;;;;;;;
6711;2018;5433;Hasvik;;;;;;;;;;;;;;;;;;;
6712;2019;5433;Hasvik;;;;;;;;;;;;;;;;;;;
6713;2020;5433;Hasvik;0.0008;0.0002;1e-04;0.0005;1e-04;0.0;0.0;0.002;0.0;0.0002;0.0002;0.0023;0.0217;0.8101;0.0086;0.1134;0.0;0.0399;0.0
6714;2011;5434;Måsøy;;;;;;;;;;;;;;;;;;;
6715;2013;5434;Måsøy;;;;;;;;;;;;;;;;;;;
6716;2014;5434;Måsøy;;;;;;;;;;;;;;;;;;;
6717;2015;5434;Måsøy;;;;;;;;;;;;;;;;;;;
6718;2016;5434;Måsøy;;;;;;;;;;;;;;;;;;;
6719;2017;5434;Måsøy;;;;;;;;;;;;;;;;;;;
6720;2018;5434;Måsøy;;;;;;;;;;;;;;;;;;;
6721;2019;5434;Måsøy;;;;;;;;;;;;;;;;;;;
6722;2020;5434;Måsøy;0.0003;0.0004;1e-04;1e-04;0.0;0.0;0.0;0.0013;0.0;1e-04;0.0;0.0014;0.0088;0.7784;0.0134;0.1356;0.0;0.0601;0.0
6723;2011;5435;Nordkapp;;;;;;;;;;;;;;;;;;;
6724;2013;5435;Nordkapp;;;;;;;;;;;;;;;;;;;
6725;2014;5435;Nordkapp;;;;;;;;;;;;;;;;;;;
6726;2015;5435;Nordkapp;;;;;;;;;;;;;;;;;;;
6727;2016;5435;Nordkapp;;;;;;;;;;;;;;;;;;;
6728;2017;5435;Nordkapp;;;;;;;;;;;;;;;;;;;
6729;2018;5435;Nordkapp;;;;;;;;;;;;;;;;;;;
6730;2019;5435;Nordkapp;;;;;;;;;;;;;;;;;;;
6731;2020;5435;Nordkapp;0.0007;0.0003;0.0;0.0006;1e-04;0.0;0.0;0.0026;0.0;0.0002;0.0002;0.0008;0.0055;0.7609;0.0289;0.1615;0.0;0.0377;0.0
6732;2011;5436;Porsanger;;;;;;;;;;;;;;;;;;;
6733;2013;5436;Porsanger;;;;;;;;;;;;;;;;;;;
6734;2014;5436;Porsanger;;;;;;;;;;;;;;;;;;;
6735;2015;5436;Porsanger;;;;;;;;;;;;;;;;;;;
6736;2016;5436;Porsanger;;;;;;;;;;;;;;;;;;;
6737;2017;5436;Porsanger;;;;;;;;;;;;;;;;;;;
6738;2018;5436;Porsanger;;;;;;;;;;;;;;;;;;;
6739;2019;5436;Porsanger;;;;;;;;;;;;;;;;;;;
6740;2020;5436;Porsanger;0.0004;0.0002;0.0002;0.0003;0.0;0.0;0.0;0.0019;1e-04;1e-04;0.0;0.0031;0.2071;0.5938;0.0478;0.0967;0.0;0.0483;0.0
6741;2011;5437;Kárásjohka;;;;;;;;;;;;;;;;;;;
6742;2013;5437;Kárásjohka;;;;;;;;;;;;;;;;;;;
6743;2014;5437;Kárásjohka;;;;;;;;;;;;;;;;;;;
6744;2015;5437;Kárásjohka;;;;;;;;;;;;;;;;;;;
6745;2016;5437;Kárásjohka;;;;;;;;;;;;;;;;;;;
6746;2017;5437;Kárásjohka;;;;;;;;;;;;;;;;;;;
6747;2018;5437;Kárásjohka;;;;;;;;;;;;;;;;;;;
6748;2019;5437;Kárásjohka;;;;;;;;;;;;;;;;;;;
6749;2020;5437;Kárásjohka;0.0002;0.0;1e-04;1e-04;0.0;0.0;0.0;0.0008;0.0;1e-04;0.0;0.0019;0.5983;0.2511;0.1017;0.0013;0.0;0.0443;0.0
6750;2011;5438;Lebesby;;;;;;;;;;;;;;;;;;;
6751;2013;5438;Lebesby;;;;;;;;;;;;;;;;;;;
6752;2014;5438;Lebesby;;;;;;;;;;;;;;;;;;;
6753;2015;5438;Lebesby;;;;;;;;;;;;;;;;;;;
6754;2016;5438;Lebesby;;;;;;;;;;;;;;;;;;;
6755;2017;5438;Lebesby;;;;;;;;;;;;;;;;;;;
6756;2018;5438;Lebesby;;;;;;;;;;;;;;;;;;;
6757;2019;5438;Lebesby;;;;;;;;;;;;;;;;;;;
6758;2020;5438;Lebesby;1e-04;1e-04;0.0;0.0002;0.0;0.0;0.0;0.001;0.0;0.0;0.0;0.0009;0.0956;0.6657;0.019;0.151;1e-04;0.0661;0.0
6759;2011;5439;Gamvik;;;;;;;;;;;;;;;;;;;
6760;2013;5439;Gamvik;;;;;;;;;;;;;;;;;;;
6761;2014;5439;Gamvik;;;;;;;;;;;;;;;;;;;
6762;2015;5439;Gamvik;;;;;;;;;;;;;;;;;;;
6763;2016;5439;Gamvik;;;;;;;;;;;;;;;;;;;
6764;2017;5439;Gamvik;;;;;;;;;;;;;;;;;;;
6765;2018;5439;Gamvik;;;;;;;;;;;;;;;;;;;
6766;2019;5439;Gamvik;;;;;;;;;;;;;;;;;;;
6767;2020;5439;Gamvik;0.0003;1e-04;1e-04;1e-04;0.0;0.0;0.0;0.001;0.0;1e-04;0.0;0.0008;0.0205;0.5797;0.0324;0.3211;0.0;0.0438;0.0
6768;2011;5440;Berlevåg;;;;;;;;;;;;;;;;;;;
6769;2013;5440;Berlevåg;;;;;;;;;;;;;;;;;;;
6770;2014;5440;Berlevåg;;;;;;;;;;;;;;;;;;;
6771;2015;5440;Berlevåg;;;;;;;;;;;;;;;;;;;
6772;2016;5440;Berlevåg;;;;;;;;;;;;;;;;;;;
6773;2017;5440;Berlevåg;;;;;;;;;;;;;;;;;;;
6774;2018;5440;Berlevåg;;;;;;;;;;;;;;;;;;;
6775;2019;5440;Berlevåg;;;;;;;;;;;;;;;;;;;
6776;2020;5440;Berlevåg;0.0003;0.0002;0.0;0.0002;0.0;0.0;0.0;0.002;0.0;1e-04;0.0;0.0009;0.0129;0.5799;0.0169;0.3516;0.0;0.0347;0.0
6777;2011;5441;Deatnu;;;;;;;;;;;;;;;;;;;
6778;2013;5441;Deatnu;;;;;;;;;;;;;;;;;;;
6779;2014;5441;Deatnu;;;;;;;;;;;;;;;;;;;
6780;2015;5441;Deatnu;;;;;;;;;;;;;;;;;;;
6781;2016;5441;Deatnu;;;;;;;;;;;;;;;;;;;
6782;2017;5441;Deatnu;;;;;;;;;;;;;;;;;;;
6783;2018;5441;Deatnu;;;;;;;;;;;;;;;;;;;
6784;2019;5441;Deatnu;;;;;;;;;;;;;;;;;;;
6785;2020;5441;Deatnu;0.0003;1e-04;0.0003;0.0002;0.0;0.0;0.0;0.0015;0.0;1e-04;0.0;0.0082;0.2774;0.5319;0.0507;0.0776;0.0;0.0516;0.0
6786;2011;5442;Unjárga;;;;;;;;;;;;;;;;;;;
6787;2013;5442;Unjárga;;;;;;;;;;;;;;;;;;;
6788;2014;5442;Unjárga;;;;;;;;;;;;;;;;;;;
6789;2015;5442;Unjárga;;;;;;;;;;;;;;;;;;;
6790;2016;5442;Unjárga;;;;;;;;;;;;;;;;;;;
6791;2017;5442;Unjárga;;;;;;;;;;;;;;;;;;;
6792;2018;5442;Unjárga;;;;;;;;;;;;;;;;;;;
6793;2019;5442;Unjárga;;;;;;;;;;;;;;;;;;;
6794;2020;5442;Unjárga;0.0004;0.0002;1e-04;0.0002;0.0;0.0;0.0;0.0014;0.0;1e-04;0.0;0.0052;0.3006;0.549;0.09;0.0034;0.0;0.0493;0.0
6795;2011;5443;Båtsfjord;;;;;;;;;;;;;;;;;;;
6796;2013;5443;Båtsfjord;;;;;;;;;;;;;;;;;;;
6797;2014;5443;Båtsfjord;;;;;;;;;;;;;;;;;;;
6798;2015;5443;Båtsfjord;;;;;;;;;;;;;;;;;;;
6799;2016;5443;Båtsfjord;;;;;;;;;;;;;;;;;;;
6800;2017;5443;Båtsfjord;;;;;;;;;;;;;;;;;;;
6801;2018;5443;Båtsfjord;;;;;;;;;;;;;;;;;;;
